Season,Episode,Category,Value,Question,Answer
40,8858,CURRENT EVENTS,$1000,A 40-foot-high replica of a 300s A.D. statue of this Roman emperor was unveiled by the Capitoline Museums,Constantine
40,8858,REPTILES & AMPHIBIANS,$1000,"From a Latin word for ""blind"", this worm-like amphibian spends most of its life underground",the caecilian
40,8858,INTERNATIONAL SPORTS,$1000,"French for ""servant"", in pro cycling it's a rider whose job is to help a team's leader win, not to win individually",adomestique
40,8858,AUTHORS AT WAR,$1000,"This author of ""Going After Cacciato"" was wounded by shrapnel from a grenade in Vietnam & received a Purple Heart",Tim O'Brien
40,8858,SAME LAST 3/ FIRST 3 LETTERS,$1000,1890s job title of the German seenhere&8-letter type of parrot seenhere,a chancellor & lorikeet
40,8858,THE 14th CENTURY,$400,One cause of the 1337 start of the Hundred Years' War was when the III king of this name made a claim for the French throne,Edward
40,8858,IN MY FEELINGS,$400,4-letter delight; in the 17th century it was first used for a sung musical work,glee
40,8858,ART & CRIME,$400,"""Vanished Smile"", a true crime book by R.A. Scotti, is subtitled ""The Mysterious Theft of"" this artwork",theMona Lisa
40,8858,LONG WORDS,$400,"14 letters:Christian doctrine laid out by Paul in Romans 8:29-30, so god doesn't just know all but foreknows all",predestination
40,8858,YOU NAMED YOUR BAND WHAT?,$400,This band's name was the nickname that Rivers Cuomo's biological dad used for him,Weezer
40,8858,"""G""OING PLACES",$400,"This Scottish city is known for local slang such as ""gallus"", which means bold or daring",Glasgow
40,8858,THE 14th CENTURY,$800,"In a big climate switch, the Medieval Warm Period gave way to this ""diminutive"" era",the Little Ice Age
40,8858,IN MY FEELINGS,$800,This bloody period of the French Revolution ended with the execution of its leader Robespierre & his associates,The Terror
40,8858,ART & CRIME,$800,These twins & notorious London gangsters painted portraits & landscape paintings while in the clink,the Krays
40,8858,LONG WORDS,$800,14 letters:Newish nonmedical umbrella term for people whose brains work or develop differently,neurodivergent
40,8858,YOU NAMED YOUR BAND WHAT?,$800,"We have ""High Hopes"" you'll know that this group's name is not from a Smiths song but one by an obscure group called Name Taken",Panic! at the Disco
40,8858,"""G""OING PLACES",$800,Antigua & Quetzaltenango are sites in the highlands of this country,Guatemala
40,8858,THE 14th CENTURY,"DD: $10,600","During the Great Schism beginning in 1378, Robert of Geneva reigned as Clement VII, this 8-letter type of guy",antipope
40,8858,IN MY FEELINGS,$1200,"It was ""Primal"" in the title of a Richard Gere & Edward Norton film",Fear
40,8858,ART & CRIME,$1200,"Art forger Elmyr de Hory is included as a subject in ""F for Fake"", a rare documentary by this film auteur",Orson Welles
40,8858,LONG WORDS,$1200,13 letters:An adjective meaning outside of the power of a court of law,extrajudicial
40,8858,YOU NAMED YOUR BAND WHAT?,$1200,"This group of anarchists with a nonsensical name gained fame with its pro-drinking earworm ""Tubthumping""",Chumbawamba
40,8858,"""G""OING PLACES",$1200,"The International Civil Rights Center & Museum in this city is housed in a former Woolworth's, a site of a nonviolent protest",Greensboro
40,8858,THE 14th CENTURY,$1600,"What is todaythisseaport on a peninsula was captured by the Ottomans in 1354, their first foothold in Europe",Gallipoli
40,8858,IN MY FEELINGS,$1600,"It's the second word of ""The Tell-Tale Heart""; the narrator admits that he was dreadfully so",nervous
40,8858,ART & CRIME,$1600,A painting by Vermeer was one of the works stolen from this Boston museum in 1990,the Isabella Stewart Gardner Museum
40,8858,LONG WORDS,$1600,13 letters:Toothed dino bird of the Jurassic period whose fossil is seenhere,Archaeopteryx
40,8858,YOU NAMED YOUR BAND WHAT?,$1600,A statuary store on Route 46 in New Jersey unwittingly bestowed its name on this power pop group,Fountains of Wayne
40,8858,"""G""OING PLACES",$1600,This area stretches roughly from Paradise Point to Coolangatta in Queensland & largely consists of beach resorts,the Gold Coast
40,8858,THE 14th CENTURY,$2000,"In the 1380s,thisOxford theologian led an effort that translated the Bible into English",Wycliffe
40,8858,IN MY FEELINGS,"DD: $5,000",Freud's works helped popularize this loanword for a general sense of dread or unease,angst
40,8858,ART & CRIME,$2000,"After he caught a body in 1606, this artist fled Rome & took his chiaroscuro skills to Malta",Caravaggio
40,8858,LONG WORDS,$2000,"14 letters:A sequence of fantastic & weird images, as seen perhaps in a dream or while hallucinating",phantasmagoria
40,8858,YOU NAMED YOUR BAND WHAT?,$2000,"This band with songs like ""1985"" & ""Today Is Gonna Be A Great Day"", the ""Phineas & Ferb"" theme, riffed on a Steve Martin sketch for its name",Bowling for Soup
40,8858,"""G""OING PLACES",$2000,"This place in India was dubbed ""the Rome of the Orient"", since it was a center for the Roman Catholic Church in the East",Goa
40,8856,THE ANCIENTS SPEAK,$200,"You get an ""A"" if you know that Horace described this emotion as ""a short madness""",anger
40,8856,STATE FLAGS,$200,"Not ""E pluribus unum"" but this national motto appears on the flags of Georgia & Mississippi",In God We Trust
40,8856,A STANDOUT STAND-UP,$200,"Roy Wood Jr.: ""If they can make a documentary about your time"" in this post held by Spiro Agnew, you did the job ""incorrectly""",vice president
40,8856,PENALTIES & BONUSES,$200,"A ""quicker picker upper"", or a bonus given at some poker tournaments after knocking out specific players",a bounty
40,8856,CLASSIC AD SLOGANS & JINGLES,$200,"""Double your pleasure, double your fun"" with this brand",Doublemint
40,8856,13-LETTER WORDS,$200,"From the Latin for ""ask"", it's the formal & systematic questioning of a suspect",interrogation
40,8856,THE ANCIENTS SPEAK,$400,"In ""Oedipus at Colonus"", he wrote, ""Acceptance--that is the great lesson suffering teaches""",Sophocles
40,8856,STATE FLAGS,$400,"In 1992 this state replaced the words ""The Sunshine State"" on its flag with the words ""The Mount Rushmore State""",South Dakota
40,8856,A STANDOUT STAND-UP,$400,"What to do with Wanda Sykes' ashes? ""Spread 'em over"" this actress, Storm in ""X-Men""; ""she don't even have to be at the funeral""",Halle Berry
40,8856,PENALTIES & BONUSES,$400,"In the Gospel of John, the Pharisees told Jesus that this was the penalty for adultery; he told them to be cautious judging",death by stoning
40,8856,CLASSIC AD SLOGANS & JINGLES,$400,"""I don't wanna grow up, I'm"" this kind of ""kid""","a Toys ""R"" Us kid"
40,8856,13-LETTER WORDS,$400,"It's the type of photo seenhere; what do we gotta do, put it on a silver plate for you",a daguerreotype
40,8856,THE ANCIENTS SPEAK,$600,"In his ""Histories"", he quoted Solon as saying, ""Before he dies, call no man happy--he is at best but fortunate""",Herodotus
40,8856,STATE FLAGS,$600,Representations of the North Star & this other night sky feature appear on Alaska's flag,the Big Dipper (Ursa Major)
40,8856,A STANDOUT STAND-UP,$600,Hisearly stand-up bits like the over-chatty ventriloquist are part of what made him a legend,Albert Brooks
40,8856,PENALTIES & BONUSES,$600,Look out below! CEO severance from a company may be in the form of this 2-word type with a precious metal in its name,a golden parachute
40,8856,CLASSIC AD SLOGANS & JINGLES,$600,"This chain promised ""We'll leave the light on for you""",Motel 6
40,8856,13-LETTER WORDS,$600,"In this type of democracy, the political party with the most legislative seats forms a government",parliamentary
40,8856,THE ANCIENTS SPEAK,"DD: $2,000","In ""The Lives of the Twelve Caesars"", it's said that his last words were ""What an artist  dies with me!""",Nero
40,8856,STATE FLAGS,$800,"This state's flag features the frigate Raleigh, built in Portsmouth in 1776 & the first ship to fly the U.S. flag in a sea battle",New Hampshire
40,8856,A STANDOUT STAND-UP,$800,"On ""Rolling Stone's 500 Worst Albums"", from Blaine Capatch: ""2 Foot 2 Loose"" by Kenny Loggins & ""Idahoication"" by this bunch of Flea's",the Red Hot Chili Peppers
40,8856,PENALTIES & BONUSES,$800,"There are fines & fees & then there's this other ""F"" word referring to property seized by the po-po for criminal reasons",forfeiture
40,8856,CLASSIC AD SLOGANS & JINGLES,$800,"This brand has been advertised as ""Two, two, two mints in one""",Certs
40,8856,13-LETTER WORDS,$800,"This ""-ism"" describes the ongoing habit of judging foreign groups by the standards of one's own culture",ethnocentrism
40,8856,THE ANCIENTS SPEAK,$1000,"We're not sure if he found him, but this cynic, lantern in tote, was quoted as saying he was ""looking for an honest man""",Diogenes
40,8856,STATE FLAGS,$1000,"This state's flag bears the words ""Battle Born"", referring to it becoming a state during the Civil War",Nevada
40,8856,A STANDOUT STAND-UP,$1000,"A chapter in Laurie Kilmartin's ""Dead People Suck"" is ""Home Hospice: Die Surrounded by Stuff You Meant to Take to"" this charity",Goodwill
40,8856,PENALTIES & BONUSES,$1000,Mark Twain loved this Louisiana French word for something extra given after a transaction is completed,a lagniappe
40,8856,CLASSIC AD SLOGANS & JINGLES,$1000,"""Quick, Henry,"" this old-time insecticide that also means to move quickly from place to place",Flit
40,8856,13-LETTER WORDS,$1000,"From the Latin for ""to take away secretly"", it means secret or sneaky",surreptitious
40,8856,SOUTH AMERICAN HISTORY,$400,This man whose name went on 2 continents explored the coast of Suriname in 1499,(Amerigo) Vespucci
40,8856,PLAYS & PLAYWRIGHTS,$400,This playwright created the memorable characters Laura Wingfield & Blanche DuBois,(Tennessee) Williams
40,8856,"BIOLOGY ""A"", ""B"", ""C""s",$400,"""A"":This clear fluid surrounds a baby in its mother's womb",amniotic fluid
40,8856,A WARMING TREND,$400,"Consider your heart (but really, these) warmed in song via ""roasting on an open fire, Jack Frost nipping at your nose""",chestnuts
40,8856,MR. OR MRS. SONG,$400,"(It was only a hit) it was only a hit over a year after its release; now this song by the Killers is called a ""millennial anthem""","""Mr. Brightside"""
40,8856,EPONYMS,$400,A French aerialist gave us this name for a tight-fitting one-piece worn today by everyone from dancers to pro wrestlers,a leotard
40,8856,SOUTH AMERICAN HISTORY,"DD: $2,000","Simon Iturri Patiño was once Bolivia's rey del estaño, king of this metal in which the land is rich",tin
40,8856,PLAYS & PLAYWRIGHTS,$800,"In the preface to ""Major Barbara"" he wrote, ""The greatest of evils and the worst of crimes is poverty""",Shaw
40,8856,"BIOLOGY ""A"", ""B"", ""C""s","DD: $6,400","""C"":In myth, it's a fire-breathing hybrid monster, in  genetics, it's an organism with 2 distinct sets of DNA",chimera
40,8856,A WARMING TREND,$800,"After deep torpor, a Rivoli's this, known for wing speed, can see its body temperature rise 50 degrees up to 100-plus",a hummingbird
40,8856,MR. OR MRS. SONG,$800,"Rapper Nas, aka Nasir Jones, claims to be the inspiration for this woman's ""Me & Mr. Jones"" from ""Back to Black""",Winehouse
40,8856,EPONYMS,$800,The surname of women rights advocate Amelia inspiredthisstyle of knickers,bloomers
40,8856,SOUTH AMERICAN HISTORY,$1200,"Cemented in Argentine history isthisman, whose 1986 World Cup goal was aided by the ""Hand of God""",Maradona
40,8856,PLAYS & PLAYWRIGHTS,$1200,"1887's ""Ivanov"", an early work bythisplaywright, centers on a depressed young man who considers suicide",Chekhov
40,8856,"BIOLOGY ""A"", ""B"", ""C""s",$1200,"""A"":You get one set of these alternative forms of genes from mom & one from dad",alleles
40,8856,A WARMING TREND,$1200,"This ""official blanket with sleeves"" sold 4 million in the 2008 holiday season after its fall introduction",a Snuggie
40,8856,MR. OR MRS. SONG,$1200,"Paul Simon said this Yankee was baffled by a lyric in ""Mrs. Robinson"", telling Paul, ""I haven't gone anywhere""",Joe DiMaggio
40,8856,EPONYMS,$1200,"Last name of Belgian inventor Adolphe, who lent his name to a brass wind instrument that ranges in type from sopranino to bass",Sax
40,8856,SOUTH AMERICAN HISTORY,$1600,"Huascar co-ruled the Inca from Cuzco; his brother Atahualpa ruled from this city that also ends in ""O""",Quito
40,8856,PLAYS & PLAYWRIGHTS,$1600,"Teleplaywright J.P. Miller first gave us these ""Days"" of an alcoholic couple, later a movie & then a Broadway musical in 2024",theDays of Wine and Roses
40,8856,"BIOLOGY ""A"", ""B"", ""C""s",$1600,"""B"":This pigment gives bile its yellowish color & can lead to gallstones",bilirubin
40,8856,A WARMING TREND,$1600,One recipe from the Russian Tea Room for hot this soup includes 5 ounces of beets as well as short ribs & pork butt,borscht
40,8856,MR. OR MRS. SONG,$1600,"Avian name of the Adam Duritz band that in the '90s sang, ""Mr. Jones & me tell each other fairy tales""",Counting Crows
40,8856,EPONYMS,$1600,"A Kochel number, used to list this composer's works, is named for the Austrian who indexed them",Mozart
40,8856,SOUTH AMERICAN HISTORY,$2000,This Venezuelan president said in 2019 that protesters would not go unpunished & accused the U.S. of plotting against him,Nicolás Maduro
40,8856,PLAYS & PLAYWRIGHTS,$2000,"As this Beth Henley play opens in Hazlehurst, Mississippi, one of the 3 Magrath sisters has recently shot her husband",Crimes of the Heart
40,8856,"BIOLOGY ""A"", ""B"", ""C""s",$2000,"""C"" ""C"":2-word term for the multistage process via which the basic unit of life reproduces itself",the cell cycle
40,8856,A WARMING TREND,$2000,"In this Bible book once alluded to by Samuel L. Jackson, ""Another fire shall devour them; and ye shall know that I am the Lord""",Ezekiel
40,8856,MR. OR MRS. SONG,$2000,"Bob Dylan wrote, ""Drugs never played a part"" in the creation of this song about a percussionist","""Mr. Tambourine Man"""
40,8856,EPONYMS,$2000,The name of this Trojan hero made it into the lexicon as a verb meaning to bully or harass,Hector
